City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,Successful
Agra,Agra Cantt,77.56519527499998,28.271777325000002,"North Indian, Mughlai",850,Indian Rupees(Rs.),0,0.0,3.0,3.9,140,0
Agra,Agra Cantt,76.81895847500002,28.271777325000002,"North Indian, Mughlai",700,Indian Rupees(Rs.),0,0.0,2.0,3.5,71,0
Agra,Agra Cantt,77.56519527499998,28.271777325000002,North Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.6,94,0
Agra,Civil Lines,77.56519527499998,28.271777325000002,Rajasthani,400,Indian Rupees(Rs.),0,0.0,2.0,4.0,87,0
Agra,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, Chinese, Mughlai",1000,Indian Rupees(Rs.),0,0.0,3.0,4.2,177,0
Agra,"Courtyard by Marriott Agra, Tajganj",76.81895847500002,28.271777325000002,"North Indian, European",1300,Indian Rupees(Rs.),0,0.0,3.5,4.0,45,0
Agra,"ITC Mughal, Tajganj",77.56519527499998,28.271777325000002,"North Indian, Mughlai",1300,Indian Rupees(Rs.),0,0.0,3.5,4.3,133,0
Agra,"ITC Mughal, Tajganj",77.56519527499998,28.271777325000002,Mughlai,1300,Indian Rupees(Rs.),0,0.0,3.5,4.0,41,0
Agra,Khandari,76.81895847500002,28.271777325000002,"Rajasthani, Gujarati, Mughlai",800,Indian Rupees(Rs.),0,0.0,3.0,3.6,59,0
Agra,"Radisson Blu, Tajganj",77.56519527499998,28.271777325000002,"North Indian, Mughlai",1300,Indian Rupees(Rs.),0,0.0,3.5,3.8,46,0
Agra,"Radisson Blu, Tajganj",77.56519527499998,28.271777325000002,"North Indian, Chinese, Continental",0,Indian Rupees(Rs.),0,0.0,1.0,3.9,103,0
Agra,Rakabganj,77.56519527499998,28.271777325000002,"South Indian, Desserts",550,Indian Rupees(Rs.),0,0.0,2.0,4.1,121,0
Agra,Tajganj,77.56519527499998,28.271777325000002,"North Indian, Chinese, Continental, Mughlai",1100,Indian Rupees(Rs.),0,0.0,3.0,3.4,70,0
Agra,Tajganj,77.56519527499998,28.271777325000002,"Cafe, North Indian, Chinese",0,Indian Rupees(Rs.),0,0.0,1.0,4.9,77,0
Agra,Tajganj,76.81895847500002,28.271777325000002,"North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),0,0.0,3.5,3.8,57,0
Agra,Tajganj,76.81895847500002,28.271777325000002,"Cafe, Italian, Mexican, North Indian, Continental",0,Indian Rupees(Rs.),0,0.0,1.0,3.9,98,0
Agra,Tajganj,77.56519527499998,28.271777325000002,"North Indian, Mughlai",900,Indian Rupees(Rs.),0,0.0,3.0,3.7,175,0
Agra,Tajganj,77.56519527499998,28.271777325000002,"Italian, Pizza",700,Indian Rupees(Rs.),0,0.0,2.0,4.4,134,0
Agra,Tajganj,76.81895847500002,28.271777325000002,"Chinese, Italian, Continental, North Indian",1000,Indian Rupees(Rs.),0,0.0,3.0,4.2,166,0
Agra,Tajganj,77.56519527499998,28.271777325000002,"North Indian, Fast Food",700,Indian Rupees(Rs.),0,0.0,2.0,4.1,168,0
Ahmedabad,Ambavadi,76.81895847500002,28.271777325000002,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Ahmedabad,Ashram Road,76.81895847500002,28.271777325000002,"Continental, Chinese, North Indian",1300,Indian Rupees(Rs.),0,0.0,3.5,3.7,244,0
Ahmedabad,Bodakdev,76.81895847500002,28.271777325000002,"Ice Cream, Desserts, Continental",300,Indian Rupees(Rs.),0,1.0,1.0,4.5,217,0
Ahmedabad,Bodakdev,76.81895847500002,28.271777325000002,"North Indian, Continental, Mexican, Italian",800,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Ahmedabad,Bodakdev,76.81895847500002,28.271777325000002,"Pizza, Italian, Beverages, Desserts",900,Indian Rupees(Rs.),0,1.0,3.0,4.3,244,0
Ahmedabad,Bodakdev,76.81895847500002,28.271777325000002,"Pizza, Italian",500,Indian Rupees(Rs.),0,1.0,2.0,4.4,113,0
Ahmedabad,Bodakdev,76.81895847500002,28.271777325000002,"Cafe, Continental, Desserts",1000,Indian Rupees(Rs.),0,1.0,3.0,4.4,244,0
Ahmedabad,C G Road,76.81895847500002,28.271777325000002,"North Indian, Cafe, Italian, Mexican, Continental",1000,Indian Rupees(Rs.),0,1.0,3.0,3.8,63,0
Ahmedabad,"Courtyard By Marriott, Satellite",76.81895847500002,28.271777325000002,"North Indian, South Indian, Asian, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,3.6,244,0
Ahmedabad,Ellis Bridge,76.81895847500002,28.271777325000002,"Desserts, Ice Cream",350,Indian Rupees(Rs.),0,0.0,2.0,4.6,166,0
Ahmedabad,Ellis Bridge,76.81895847500002,28.271777325000002,"Fast Food, Street Food, South Indian",450,Indian Rupees(Rs.),0,0.0,2.0,4.4,244,0
Ahmedabad,Ghatlodia,76.81895847500002,28.271777325000002,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),0,0.0,3.0,4.3,244,0
Ahmedabad,Gurukul,76.81895847500002,28.271777325000002,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,Indian Rupees(Rs.),0,1.0,2.0,3.8,244,0
Ahmedabad,Gurukul,76.81895847500002,28.271777325000002,"Italian, Fast Food",700,Indian Rupees(Rs.),0,1.0,2.0,4.3,244,0
Ahmedabad,Navrangpura,76.81895847500002,28.271777325000002,"Cafe, Beverages, Desserts, Pizza",700,Indian Rupees(Rs.),0,1.0,2.0,4.0,244,0
Ahmedabad,Navrangpura,76.81895847500002,28.271777325000002,"Cafe, Italian",600,Indian Rupees(Rs.),0,1.0,2.0,4.4,244,0
Ahmedabad,Prahlad Nagar,76.81895847500002,28.271777325000002,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,Indian Rupees(Rs.),0,1.0,3.0,4.5,244,0
Ahmedabad,Thaltej,76.81895847500002,28.271777325000002,"Continental, Italian, Chinese",1200,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Ahmedabad,"The Fern, Sola",76.81895847500002,28.271777325000002,"North Indian, Italian, Asian, South Indian",1200,Indian Rupees(Rs.),0,0.0,3.0,4.1,192,0
Ahmedabad,Vastrapur,76.81895847500002,28.271777325000002,"Cafe, American, Continental, Armenian, Fast Food",550,Indian Rupees(Rs.),0,1.0,2.0,3.9,166,0
Ahmedabad,Vastrapur,76.81895847500002,28.271777325000002,Continental,1200,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, South Indian, Fast Food",500,Indian Rupees(Rs.),0,0.0,3.0,3.4,57,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"Cafe, Fast Food",350,Indian Rupees(Rs.),0,0.0,2.0,3.3,76,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, Street Food, Fast Food",500,Indian Rupees(Rs.),0,0.0,3.0,3.2,51,0
Allahabad,Civil Lines,76.81895847500002,28.271777325000002,"North Indian, Chinese",600,Indian Rupees(Rs.),0,0.0,3.0,3.4,99,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, Chinese",600,Indian Rupees(Rs.),0,0.0,3.0,3.4,83,0
Allahabad,Civil Lines,76.81895847500002,28.271777325000002,"North Indian, South Indian, Chinese",600,Indian Rupees(Rs.),0,0.0,3.0,3.4,18,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"American, Fast Food",500,Indian Rupees(Rs.),0,0.0,3.0,3.4,58,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,Fast Food,400,Indian Rupees(Rs.),0,0.0,2.0,3.3,53,0
Allahabad,Civil Lines,76.81895847500002,28.271777325000002,"North Indian, Mughlai",800,Indian Rupees(Rs.),0,0.0,3.0,3.2,6,0
Allahabad,Civil Lines,76.81895847500002,28.271777325000002,"Italian, Pizza",700,Indian Rupees(Rs.),0,0.0,3.0,3.4,35,0
Allahabad,Civil Lines,76.81895847500002,28.271777325000002,"Fast Food, American, Salad, Healthy Food",400,Indian Rupees(Rs.),0,0.0,2.0,3.4,32,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,3.0,3.2,151,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, Chinese, Italian",0,Indian Rupees(Rs.),0,0.0,1.0,3.3,49,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"South Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,3.0,3.4,106,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"Continental, Italian",1000,Indian Rupees(Rs.),0,0.0,3.5,3.6,59,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,North Indian,200,Indian Rupees(Rs.),0,0.0,1.0,3.7,105,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"North Indian, Fast Food",500,Indian Rupees(Rs.),0,0.0,3.0,3.5,105,0
Allahabad,Civil Lines,77.56519527499998,28.271777325000002,"Desserts, Fast Food",500,Indian Rupees(Rs.),0,0.0,3.0,3.6,57,0
Allahabad,Tagore Town,77.56519527499998,28.271777325000002,"South Indian, North Indian, Chinese, Continental",400,Indian Rupees(Rs.),0,0.0,2.0,3.5,134,0
Allahabad,"Vinayak City Centre Mall, Civil Lines",77.56519527499998,28.271777325000002,"Mughlai, North Indian, Chinese",800,Indian Rupees(Rs.),0,0.0,3.0,3.3,58,0
Amritsar,Basant Nagar,76.81895847500002,28.857504925,"North Indian, Chinese",700,Indian Rupees(Rs.),0,0.0,2.0,3.4,244,0
Amritsar,Basant Nagar,76.81895847500002,28.857504925,North Indian,300,Indian Rupees(Rs.),0,0.0,1.0,3.9,151,0
Amritsar,Hathi Gate,76.81895847500002,28.271777325000002,Beverages,100,Indian Rupees(Rs.),0,0.0,1.0,4.0,52,0
Amritsar,INA Colony,76.81895847500002,28.857504925,"North Indian, Mughlai",800,Indian Rupees(Rs.),0,0.0,3.0,3.4,122,0
Amritsar,INA Colony,76.81895847500002,28.857504925,Street Food,150,Indian Rupees(Rs.),0,0.0,1.0,3.6,56,0
Amritsar,INA Colony,76.81895847500002,28.857504925,North Indian,300,Indian Rupees(Rs.),0,0.0,1.0,3.5,91,0
Amritsar,Ranjit Avenue,76.81895847500002,28.271777325000002,"Cafe, Bakery, Fast Food",500,Indian Rupees(Rs.),0,0.0,2.0,3.4,26,0
Amritsar,Ranjit Avenue,76.81895847500002,28.857504925,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),0,0.0,3.0,3.4,98,0
Amritsar,Ranjit Avenue,76.81895847500002,28.857504925,"Fast Food, Italian",400,Indian Rupees(Rs.),0,0.0,2.0,3.5,111,0
Amritsar,Ranjit Avenue,76.81895847500002,28.857504925,"North Indian, Chinese",700,Indian Rupees(Rs.),0,0.0,2.0,3.6,51,0
Amritsar,Ranjit Avenue,76.81895847500002,28.857504925,"North Indian, Street Food",200,Indian Rupees(Rs.),0,0.0,1.0,3.9,206,0
Amritsar,Town Hall,76.81895847500002,28.857504925,"North Indian, South Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),0,0.0,2.0,3.4,44,0
Amritsar,Town Hall,76.81895847500002,28.857504925,"North Indian, Fast Food",500,Indian Rupees(Rs.),0,0.0,2.0,3.7,94,0
Amritsar,Town Hall,76.81895847500002,28.857504925,"North Indian, Fast Food",500,Indian Rupees(Rs.),0,0.0,2.0,3.5,244,0
Amritsar,Town Hall,76.81895847500002,28.857504925,North Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.8,244,0
Amritsar,Town Hall,76.81895847500002,28.857504925,North Indian,400,Indian Rupees(Rs.),0,0.0,2.0,3.8,71,0
Amritsar,Town Hall,76.81895847500002,28.271777325000002,Mithai,100,Indian Rupees(Rs.),0,0.0,1.0,4.1,104,0
Amritsar,Town Hall,76.81895847500002,28.857504925,North Indian,500,Indian Rupees(Rs.),0,0.0,2.0,4.1,244,0
Amritsar,White Avenue,76.81895847500002,28.857504925,North Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.8,192,0
Amritsar,White Avenue,76.81895847500002,28.857504925,North Indian,1000,Indian Rupees(Rs.),0,0.0,3.0,3.5,96,0
Amritsar,White Avenue,76.81895847500002,28.271777325000002,Fast Food,150,Indian Rupees(Rs.),0,0.0,1.0,4.1,140,0
Aurangabad,Akashwani,76.81895847500002,28.271777325000002,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),0,0.0,3.0,3.6,240,0
Aurangabad,Chicalthana,76.81895847500002,28.271777325000002,"Italian, Continental, Chinese, North Indian",850,Indian Rupees(Rs.),0,0.0,3.0,3.3,65,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,"North Indian, Chinese",600,Indian Rupees(Rs.),0,0.0,2.0,3.3,63,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,Pizza,700,Indian Rupees(Rs.),0,0.0,2.0,3.1,19,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,"North Indian, South Indian",350,Indian Rupees(Rs.),0,0.0,2.0,3.4,46,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,"South Indian, North Indian, Chinese, Fast Food",450,Indian Rupees(Rs.),0,0.0,2.0,3.4,75,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,"North Indian, Chinese, Continental, Italian, Mexican",1300,Indian Rupees(Rs.),0,0.0,3.5,3.4,94,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,"Italian, Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,3.3,47,0
Aurangabad,CIDCO,76.81895847500002,28.271777325000002,North Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.4,71,0
Aurangabad,"Hotel Green Olive, Nirala Bazar",76.81895847500002,28.271777325000002,"Continental, Chinese, Biryani, North Indian",1000,Indian Rupees(Rs.),0,0.0,3.0,3.6,73,0
Aurangabad,Mondha,76.81895847500002,28.271777325000002,"Juices, Desserts",300,Indian Rupees(Rs.),0,0.0,1.0,3.5,21,0
Aurangabad,Nirala Bazar,76.81895847500002,28.271777325000002,"South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),0,0.0,2.0,3.3,46,0
Aurangabad,Nirala Bazar,76.81895847500002,28.271777325000002,"Mughlai, Biryani",700,Indian Rupees(Rs.),0,0.0,2.0,3.3,45,0
Aurangabad,Nirala Bazar,76.81895847500002,28.271777325000002,Maharashtrian,450,Indian Rupees(Rs.),0,0.0,2.0,3.4,34,0
Aurangabad,Nirala Bazar,76.81895847500002,28.271777325000002,North Indian,450,Indian Rupees(Rs.),0,0.0,2.0,3.7,89,0
Aurangabad,Nyay Nagar,76.81895847500002,28.271777325000002,"Cafe, Mughlai, North Indian",400,Indian Rupees(Rs.),0,0.0,2.0,3.2,8,0
Aurangabad,"Prozone Mall, Chicalthana",76.81895847500002,28.271777325000002,Mughlai,650,Indian Rupees(Rs.),0,0.0,2.0,3.4,39,0
Aurangabad,Shahgunj,76.81895847500002,28.271777325000002,"North Indian, Mughlai",600,Indian Rupees(Rs.),0,0.0,2.0,3.3,74,0
Aurangabad,Usmanpura,76.81895847500002,28.271777325000002,"North Indian, Chinese, South Indian, Fast Food",450,Indian Rupees(Rs.),0,0.0,2.0,3.3,76,0
Aurangabad,Usmanpura,76.81895847500002,28.271777325000002,"North Indian, Hyderabadi",500,Indian Rupees(Rs.),0,0.0,2.0,3.3,71,0
Bangalore,"BluPetal Hotel, Koramangala",77.56519527499998,28.271777325000002,"North Indian, Mughlai",1300,Indian Rupees(Rs.),0,1.0,3.0,4.1,244,0
Bangalore,Indiranagar,77.56519527499998,28.271777325000002,Asian,1300,Indian Rupees(Rs.),0,1.0,3.5,4.7,244,0
Bangalore,Indiranagar,77.56519527499998,28.271777325000002,"Italian, American, Pizza",1300,Indian Rupees(Rs.),0,0.0,3.5,4.8,244,0
Bangalore,Indiranagar,77.56519527499998,28.271777325000002,"European, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,3.9,244,0
Bangalore,Indiranagar,77.56519527499998,28.271777325000002,Modern Indian,1300,Indian Rupees(Rs.),0,1.0,3.0,4.2,231,0
Bangalore,Indiranagar,77.56519527499998,28.271777325000002,"Bakery, Desserts, Cafe",800,Indian Rupees(Rs.),0,0.0,2.0,4.0,244,0
Bangalore,Indiranagar,77.56519527499998,28.271777325000002,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),0,1.0,2.0,4.3,244,0
Bangalore,JP Nagar,77.56519527499998,28.271777325000002,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),0,0.0,2.0,4.6,244,0
Bangalore,Koramangala 5th Block,77.56519527499998,28.271777325000002,"Continental, American, Italian, North Indian, Chinese, Cafe",950,Indian Rupees(Rs.),0,0.0,2.0,4.7,244,0
Bangalore,Koramangala 5th Block,77.56519527499998,28.271777325000002,"American, Burger, Cafe",800,Indian Rupees(Rs.),0,1.0,2.0,4.7,244,0
Bangalore,Koramangala 5th Block,77.56519527499998,28.271777325000002,"North Indian, European, Mediterranean",1300,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Bangalore,Koramangala 6th Block,77.56519527499998,28.271777325000002,"North Indian, Chinese, Italian, Street Food, Desserts",400,Indian Rupees(Rs.),0,1.0,1.0,4.3,244,0
Bangalore,Koramangala 7th Block,77.56519527499998,28.271777325000002,"Continental, American",1300,Indian Rupees(Rs.),0,0.0,3.0,4.5,244,0
Bangalore,Marathahalli,77.56519527499998,28.271777325000002,"European, Mediterranean, North Indian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.6,244,0
Bangalore,Marathahalli,77.56519527499998,28.271777325000002,"Asian, Mediterranean, North Indian",1200,Indian Rupees(Rs.),0,0.0,3.0,4.4,244,0
Bangalore,New BEL Road,77.56519527499998,28.271777325000002,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),0,0.0,2.0,4.6,244,0
Bangalore,Residency Road,77.56519527499998,28.271777325000002,Continental,1200,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Bangalore,Sarjapur Road,77.56519527499998,28.271777325000002,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1300,Indian Rupees(Rs.),0,1.0,3.0,4.5,244,0
Bangalore,Sarjapur Road,77.56519527499998,28.271777325000002,"Continental, Italian, North Indian",1300,Indian Rupees(Rs.),0,0.0,3.0,3.9,244,0
Bangalore,UB City,77.56519527499998,28.271777325000002,Modern Indian,1300,Indian Rupees(Rs.),0,0.0,3.0,4.4,244,0
Bhopal,Arera Colony,77.419399,28.271777325000002,"Cafe, Chinese, North Indian",200,Indian Rupees(Rs.),0,0.0,1.0,3.3,51,0
Bhopal,Arera Colony,76.81895847500002,28.271777325000002,Cafe,600,Indian Rupees(Rs.),0,0.0,2.0,3.4,63,0
Bhopal,Arera Colony,77.435361,28.271777325000002,Fast Food,250,Indian Rupees(Rs.),0,0.0,1.0,4.9,244,0
Bhopal,Arera Colony,77.41722744,28.271777325000002,"North Indian, Chinese",700,Indian Rupees(Rs.),0,0.0,2.0,3.9,126,0
Bhopal,Arera Colony,77.434976,28.271777325000002,Fast Food,500,Indian Rupees(Rs.),0,0.0,2.0,4.2,223,0
Bhopal,"DB City, Maharana Pratap Nagar",77.429989,28.271777325000002,"North Indian, Chinese",1000,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Bhopal,"DB City, Maharana Pratap Nagar",76.81895847500002,28.271777325000002,Chinese,1000,Indian Rupees(Rs.),0,0.0,3.0,4.0,103,0
Bhopal,"DB City, Maharana Pratap Nagar",77.429845,28.271777325000002,Pizza,650,Indian Rupees(Rs.),0,0.0,2.0,4.1,118,0
Bhopal,Gulmohar Colony,76.81895847500002,28.271777325000002,"Cafe, Fast Food",600,Indian Rupees(Rs.),0,0.0,2.0,3.8,98,0
Bhopal,Kohefiza,77.3796051,28.271777325000002,Bakery,500,Indian Rupees(Rs.),0,0.0,2.0,3.8,33,0
Bhopal,Maharana Pratap Nagar,77.433571,28.271777325000002,"North Indian, Chinese, South Indian, Fast Food",550,Indian Rupees(Rs.),0,0.0,2.0,3.5,175,0
Bhopal,Maharana Pratap Nagar,76.81895847500002,28.271777325000002,"Pizza, Italian, Fast Food",500,Indian Rupees(Rs.),0,0.0,2.0,3.6,111,0
Bhopal,Maharana Pratap Nagar,77.43702042,28.271777325000002,"Fast Food, Mexican, Tex-Mex",350,Indian Rupees(Rs.),0,0.0,2.0,3.6,20,0
Bhopal,Maharana Pratap Nagar,76.81895847500002,28.271777325000002,Fast Food,500,Indian Rupees(Rs.),0,0.0,2.0,4.1,103,0
Bhopal,Maharana Pratap Nagar,77.434007,28.271777325000002,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),0,0.0,2.0,4.4,243,0
Bhopal,Peer Gate Area,77.408236,28.271777325000002,"North Indian, South Indian, Street Food, Bakery",400,Indian Rupees(Rs.),0,0.0,2.0,4.1,238,0
Bhopal,Sayaji Hotel,77.373573,28.271777325000002,North Indian,1300,Indian Rupees(Rs.),0,0.0,3.5,4.3,128,0
Bhopal,TT Nagar,77.401663,28.271777325000002,South Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.9,161,0
Bhopal,TT Nagar,76.81895847500002,28.271777325000002,"Italian, Mexican, Chinese",900,Indian Rupees(Rs.),0,0.0,3.0,3.8,79,0
Bhopal,TT Nagar,77.398886,28.271777325000002,Fast Food,500,Indian Rupees(Rs.),0,0.0,2.0,4.3,120,0
Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",76.81895847500002,28.271777325000002,Cafe,500,Indian Rupees(Rs.),0,0.0,2.0,3.9,244,0
Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",77.56519527499998,28.271777325000002,Chinese,550,Indian Rupees(Rs.),0,0.0,2.0,4.1,244,0
Bhubaneshwar,Chandrasekharpur,76.81895847500002,28.271777325000002,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,Indian Rupees(Rs.),0,0.0,3.0,4.6,154,0
Bhubaneshwar,Chandrasekharpur,77.56519527499998,28.271777325000002,"Cafe, Charcoal Grill, Steak",600,Indian Rupees(Rs.),0,0.0,2.0,4.5,145,0
Bhubaneshwar,Chandrasekharpur,77.56519527499998,28.271777325000002,"Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,3.9,244,0
Bhubaneshwar,Chandrasekharpur,76.81895847500002,28.271777325000002,Chinese,500,Indian Rupees(Rs.),0,0.0,2.0,4.0,145,0
Bhubaneshwar,Gajapati Nagar,77.56519527499998,28.271777325000002,"North Indian, Asian, European",850,Indian Rupees(Rs.),0,0.0,2.0,3.7,118,0
Bhubaneshwar,"Mayfair Lagoon, Jayadev Vihar",77.56519527499998,28.271777325000002,"Cafe, Italian, Mexican, Bakery",1300,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"North Indian, Chinese",450,Indian Rupees(Rs.),0,0.0,1.0,3.6,173,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"North Indian, Chinese, Mexican, Beverages",600,Indian Rupees(Rs.),0,0.0,2.0,3.8,244,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"Chinese, North Indian, Cafe",450,Indian Rupees(Rs.),0,0.0,1.0,3.7,244,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"Mughlai, Chinese, North Indian",500,Indian Rupees(Rs.),0,0.0,2.0,3.7,228,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"Cafe, Chinese, Fast Food, Seafood",450,Indian Rupees(Rs.),0,0.0,1.0,3.8,244,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),0,0.0,2.0,4.0,90,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,Cafe,400,Indian Rupees(Rs.),0,0.0,1.0,4.0,197,0
Bhubaneshwar,Patia,76.81895847500002,28.271777325000002,"Italian, Cafe, Chinese, Continental",800,Indian Rupees(Rs.),0,0.0,2.0,4.3,69,0
Bhubaneshwar,Patia,77.56519527499998,28.271777325000002,"North Indian, Rajasthani",300,Indian Rupees(Rs.),0,0.0,1.0,4.1,199,0
Bhubaneshwar,Sahid Nagar,77.56519527499998,28.271777325000002,"Cafe, Tea",500,Indian Rupees(Rs.),0,0.0,2.0,3.8,56,0
Bhubaneshwar,Sahid Nagar,77.56519527499998,28.271777325000002,"Chinese, North Indian",900,Indian Rupees(Rs.),0,0.0,2.0,4.2,49,0
Bhubaneshwar,"The Crown, Nayapalli",77.56519527499998,28.271777325000002,Chinese,1300,Indian Rupees(Rs.),0,0.0,3.0,4.3,244,0
Bhubaneshwar,Unit 4,77.56519527499998,28.271777325000002,"Asian, Continental",400,Indian Rupees(Rs.),0,0.0,1.0,3.5,89,0
Chandigarh,Chandigarh Industrial Area,76.81895847500002,28.857504925,"North Indian, Chinese, Continental, Pizza",850,Indian Rupees(Rs.),0,1.0,2.0,3.7,244,0
Chandigarh,"Elante Mall, Chandigarh Industrial Area",76.81895847500002,28.857504925,"American, Cafe",1300,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Chandigarh,"Elante Mall, Chandigarh Industrial Area",76.81895847500002,28.857504925,"Mexican, American, Italian",1300,Indian Rupees(Rs.),0,1.0,3.0,4.3,244,0
Chandigarh,"Elante Mall, Chandigarh Industrial Area",76.81895847500002,28.857504925,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Chandigarh,"Elante Mall, Chandigarh Industrial Area",76.81895847500002,28.857504925,"Continental, Italian, Thai, Finger Food",1300,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Chandigarh,"Elante Mall, Chandigarh Industrial Area",76.81895847500002,28.857504925,"North Indian, Continental, Asian",1200,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Chandigarh,Sector 26,76.81895847500002,28.857504925,"North Indian, Chinese",1300,Indian Rupees(Rs.),0,0.0,3.0,4.5,244,0
Chandigarh,Sector 26,76.81895847500002,28.857504925,"American, Tex-Mex",1300,Indian Rupees(Rs.),0,0.0,3.0,4.3,228,0
Chandigarh,Sector 28,76.81895847500002,28.857504925,North Indian,700,Indian Rupees(Rs.),0,0.0,2.0,3.8,244,0
Chandigarh,Sector 35,76.81895847500002,28.857504925,"North Indian, Chinese, Continental, Italian, Burger",1000,Indian Rupees(Rs.),0,1.0,3.0,3.4,244,0
Chandigarh,Sector 35,76.81895847500002,28.857504925,"Bakery, Desserts, Cafe",650,Indian Rupees(Rs.),0,0.0,2.0,4.1,244,0
Chandigarh,Sector 35,76.81895847500002,28.857504925,"Cafe, Bakery",650,Indian Rupees(Rs.),0,0.0,2.0,4.1,244,0
Chandigarh,Sector 35,76.81895847500002,28.857504925,"Burger, Fast Food, Desserts, Beverages",450,Indian Rupees(Rs.),0,1.0,1.0,4.0,244,0
Chandigarh,Sector 35,76.81895847500002,28.857504925,"Mexican, Fast Food",600,Indian Rupees(Rs.),0,1.0,2.0,4.2,244,0
Chandigarh,Sector 7,76.81895847500002,28.857504925,"Mughlai, North Indian",800,Indian Rupees(Rs.),0,0.0,2.0,3.3,86,0
Chandigarh,Sector 7,76.81895847500002,28.857504925,Italian,1300,Indian Rupees(Rs.),0,0.0,3.5,4.4,244,0
Chandigarh,Sector 8,76.81895847500002,28.857504925,"Burger, Fast Food",500,Indian Rupees(Rs.),0,1.0,2.0,4.5,244,0
